"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"POC1B-GALNT4",0.00268613075123016,-0.738214770725181,0.603,0.436,1,"POC1B-GALNT4"
"NPW",0.00268618550554354,1.6523916029625,0.027,0.01,1,"NPW"
"KAZALD1",0.00269075998639094,1.39188660367753,0.047,0.023,1,"KAZALD1"
"MYCBP",0.0027047088134953,0.410670548274985,0.434,0.369,1,"MYCBP"
"LOC728739",0.0027157266358263,-1.88697457994459,0.009,0.028,1,"LOC728739"
"LHFPL1",0.00272925809575088,-2.01808359415941,0.014,0.036,1,"LHFPL1"
"NEDD4L",0.00275184249721847,-0.753184169944606,0.661,0.628,1,"NEDD4L"
"NPNT",0.00275511772377471,-2.12210023778026,0.009,0.028,1,"NPNT"
"ANKIB1",0.0027573318405515,-0.608960798522247,0.362,0.397,1,"ANKIB1"
"TBC1D30",0.00276060592134472,1.07964345274484,0.041,0.018,1,"TBC1D30"
"LOC100129534",0.00276125212534852,0.263768949811977,0.037,0.016,1,"LOC100129534"
"PCDHGA8",0.00276321834317997,-1.90689540919966,0.015,0.038,1,"PCDHGA8"
"HS3ST3A1",0.00276428178043066,-1.89086058690907,0.009,0.028,1,"HS3ST3A1"
"CCDC78",0.00276703898183422,0.824010236416749,0.052,0.026,1,"CCDC78"
"GAD2",0.00276817849204206,1.81953378920591,0.027,0.01,1,"GAD2"
"TTBK1",0.00276957393342963,-0.351782853196706,0.026,0.009,1,"TTBK1"
"PYGM",0.00277087653771654,3.14888392290308,0.029,0.01,1,"PYGM"
"PACS1",0.00277139798835187,0.303921677066705,0.292,0.223,1,"PACS1"
"IL4R",0.00277143394252085,1.44411204308836,0.089,0.052,1,"IL4R"
"HCK",0.00279154272090256,1.01356953173041,0.027,0.01,1,"HCK"
"TTC23L",0.00279310955020073,-0.678348031442749,0.066,0.036,1,"TTC23L"
"ANKRD20A4",0.00279365930717655,-1.79871084110752,0.111,0.15,1,"ANKRD20A4"
"IL10RA",0.00280132699909954,0.892358117799917,0.052,0.026,1,"IL10RA"
"FABP5",0.00280132763389689,0.394385565944929,0.6,0.59,1,"FABP5"
"KCND1",0.00280536265041175,1.35670280263682,0.044,0.02,1,"KCND1"
"CTAGE9",0.00280713649721695,-2.42947187537041,0.006,0.024,1,"CTAGE9"
"PCDHB17",0.00280797294162164,-1.61656302979844,0.004,0.019,1,"PCDHB17"
"CAPN2",0.00281064124285347,-0.415297318405346,0.673,0.654,1,"CAPN2"
"TOM1L1",0.00282122644196687,-0.576463567389657,0.373,0.409,1,"TOM1L1"
"NBPF9",0.00282454712284636,-0.269717119732362,0.565,0.424,1,"NBPF9"
"BAHD1",0.00282586281909712,-0.491187825346209,0.16,0.11,1,"BAHD1"
"SLC38A11",0.00282734475126054,-1.08830970379901,0.004,0.019,1,"SLC38A11"
"CCDC151",0.00282982461553301,0.485903688861074,0.039,0.017,1,"CCDC151"
"SLC35A5",0.00283083926754036,-1.06261255637141,0.274,0.311,1,"SLC35A5"
"SENP7",0.00283999315182296,-0.980391167671456,0.241,0.286,1,"SENP7"
"OARD1",0.00284793494018957,-0.573837919425488,0.352,0.397,1,"OARD1"
"ATP5EP2",0.00284991314330609,-0.469258351955363,0.632,0.451,1,"ATP5EP2"
"MEN1",0.00285283238826462,0.329042373954477,0.173,0.123,1,"MEN1"
"SYT17",0.00287041926637267,4.21835873516847,0.021,0.006,1,"SYT17"
"LTBP1",0.00287209739100433,-0.731516613970784,0.055,0.09,1,"LTBP1"
"ERGIC1",0.00289573297798228,-0.649568008201028,0.446,0.461,1,"ERGIC1"
"ASPHD1",0.00289747762530465,-0.635900852518406,0.04,0.072,1,"ASPHD1"
"OSMR",0.00291095817939019,-1.2173768154856,0.706,0.529,1,"OSMR"
"CLIC5",0.0029115180453195,4.90147299895034,0.03,0.011,1,"CLIC5"
"OGFOD3",0.00291742951971736,-0.963421584985576,0.717,0.637,1,"OGFOD3"
"MIPEPP3",0.00292141333306206,1.18072418953156,0.148,0.101,1,"MIPEPP3"
"BTNL9",0.00292517863089898,0.420536031468439,0.044,0.02,1,"BTNL9"
"CRIPT",0.0029339666902729,0.326626144240094,0.69,0.611,1,"CRIPT"
"RNF24",0.00293498075048758,-0.42934773293891,0.34,0.39,1,"RNF24"
"KCNN1",0.00293615685703741,1.38704748070383,0.012,0.002,1,"KCNN1"
"YIPF2",0.0029446986694139,-1.02148491740008,0.314,0.345,1,"YIPF2"
"MUSK",0.00294775179697631,2.82717698682755,0.012,0.002,1,"MUSK"
"SLAIN2",0.00294993961055978,-0.81786564153659,0.278,0.322,1,"SLAIN2"
"POLD4",0.00295013428854407,-0.308094755770886,0.744,0.714,1,"POLD4"
"LOC100289509",0.00295187099801807,1.77786437251365,0.021,0.006,1,"LOC100289509"
"NRIP3",0.00295907423510509,-0.25201521158617,0.827,0.658,1,"NRIP3"
"PNMAL2",0.00297106711681058,2.44963059873484,0.012,0.002,1,"PNMAL2"
"BEND4",0.00297136070903389,-2.76112186144008,0.002,0.017,1,"BEND4"
"GGTA1P",0.00297360358213796,2.26615623274983,0.016,0.003,1,"GGTA1P"
"TMEM102",0.00297572500096408,0.721127660733971,0.047,0.023,1,"TMEM102"
"EVPLL",0.00297692217744902,1.81094345407349,0.012,0.002,1,"EVPLL"
"TMEM71",0.00297692217744902,2.47697786718364,0.012,0.002,1,"TMEM71"
"CCDC127",0.00298176499616529,-1.0328917064938,0.269,0.312,1,"CCDC127"
"TMCC3",0.0029835553603341,0.386423211283601,0.084,0.05,1,"TMCC3"
"ABCC3",0.00298374578307456,-2.66621258490925,0.01,0.03,1,"ABCC3"
"KDM2A",0.00298420307190108,0.373511937433177,0.499,0.428,1,"KDM2A"
"NR1D2",0.00299407076075459,-1.42136996643081,0.141,0.184,1,"NR1D2"
"GATSL2",0.00299455058092324,1.45879780137901,0.012,0.002,1,"GATSL2"
"TBX20",0.00300044784525385,1.07493933629883,0.012,0.002,1,"TBX20"
"ULBP3",0.00300635570255332,1.12130979421606,0.012,0.002,1,"ULBP3"
"C15orf27",0.00301013616505668,1.89036431601082,0.021,0.006,1,"C15orf27"
"SNORD26",0.00301227416968496,0.598458912100577,0.012,0.002,1,"SNORD26"
"PRPH2",0.00301628867163861,0.945736102197187,0.029,0.01,1,"PRPH2"
"SIX3",0.00301820326353455,0.678867696126947,0.012,0.002,1,"SIX3"
"INSM2",0.00303324217222735,1.25929653981313,0.016,0.003,1,"INSM2"
"VAC14",0.00304345502246655,0.478449812815869,0.282,0.217,1,"VAC14"
"B4GALT6",0.00304552655412888,-0.35948958146397,0.108,0.151,1,"B4GALT6"
"SNORD83A",0.00305239437902983,0.439221002485342,0.021,0.006,1,"SNORD83A"
"TRAPPC12",0.0030569172642074,-0.419155701313119,0.227,0.164,1,"TRAPPC12"
"ZRANB2",0.00305926239363386,0.272018738530279,0.713,0.633,1,"ZRANB2"
"SNORD54",0.00307360519147322,0.664835320735913,0.016,0.003,1,"SNORD54"
"UGT3A1",0.00307651135579142,0.917987567298878,0.057,0.03,1,"UGT3A1"
"PTPN4",0.00308196712275941,-0.588025393978109,0.244,0.176,1,"PTPN4"
"ZNF479",0.00308377218363067,0.679017692179597,0.016,0.003,1,"ZNF479"
"UPK3BL",0.0030841457840394,-0.766320224183114,0.6,0.583,1,"UPK3BL"
"KIAA0196",0.00309306628744859,0.304590607993022,0.539,0.451,1,"KIAA0196"
"PVRL2",0.00310041258073995,-0.93975172949035,0.168,0.211,1,"PVRL2"
"EPS15",0.00310081268133848,0.711625807885846,0.606,0.554,1,"EPS15"
"TMEM135",0.00310249581926549,-0.708292873253911,0.514,0.526,1,"TMEM135"
"FPR3",0.00311196999724796,2.31822689115225,0.029,0.01,1,"FPR3"
"MRAS",0.00311483999509719,-0.873959413468619,0.415,0.425,1,"MRAS"
"TEDDM1",0.0031193662108517,-0.961752256093597,0.067,0.037,1,"TEDDM1"
"GSG1L",0.00312230461469373,0.90225653335875,0.092,0.056,1,"GSG1L"
"NLGN4Y-AS1",0.00313417880459216,0.436279710514121,0.021,0.006,1,"NLGN4Y-AS1"
"MAP1LC3B2",0.00313648426902447,-0.261077464363428,0.627,0.46,1,"MAP1LC3B2"
"ORC4",0.00314457753933359,-0.416541172665486,0.971,0.962,1,"ORC4"
"LOC283177",0.0031456872810355,0.337490951140246,0.095,0.058,1,"LOC283177"
"ZNF213",0.00314943634824299,0.333617326051257,0.121,0.08,1,"ZNF213"
"ACSM1",0.00315603052399564,0.309075218580213,0.021,0.006,1,"ACSM1"
"TUBB2B",0.00315721976796553,0.826976934531972,0.522,0.473,1,"TUBB2B"
"STOML1",0.00316413684785497,-0.917872959394799,0.14,0.185,1,"STOML1"
"SUPT4H1",0.00318031992251167,0.312992694495863,0.736,0.703,1,"SUPT4H1"
"PSEN1",0.00318408974111573,-0.697732597623969,0.4,0.444,1,"PSEN1"
"SMAGP",0.00318819811036101,-0.342439352767347,0.026,0.053,1,"SMAGP"
"SLMO2-ATP5E",0.00319804417942236,0.330097103437258,0.32,0.249,1,"SLMO2-ATP5E"
"PODNL1",0.0032071925829072,-2.68955290726143,0.237,0.159,1,"PODNL1"
"MRPL51",0.00321493324153347,0.282601806734374,0.803,0.777,1,"MRPL51"
"BTBD19",0.00324143582904808,-0.706185375016186,0.135,0.181,1,"BTBD19"
"FREM2",0.00324628933751815,-2.82599365166266,0.274,0.286,1,"FREM2"
"PDIA6",0.0032472435211105,0.300198775749809,0.834,0.829,1,"PDIA6"
"AVIL",0.003258364735992,-1.85369315770004,0.081,0.117,1,"AVIL"
"LOC731223",0.00326819723821753,-1.73291001081029,0.007,0.025,1,"LOC731223"
"C3orf65",0.00329098963541448,-0.486997858311956,0.097,0.059,1,"C3orf65"
"WISP2",0.00332680026623388,-3.59062339682504,0.014,0.035,1,"WISP2"
"EDNRA",0.00335690394243152,4.66930588996656,0.022,0.007,1,"EDNRA"
"B3GNT2",0.00336662014591512,-0.766408375362459,0.249,0.297,1,"B3GNT2"
"MRGPRX4",0.00339021729603302,-3.01006044338199,0.005,0.021,1,"MRGPRX4"
"LOC613038",0.00340466890829232,1.31156065308959,0.031,0.012,1,"LOC613038"
"LOC388242",0.00340466890829232,1.31156065308959,0.031,0.012,1,"LOC388242"
"GUSB",0.00342592841455917,-0.561572578005081,0.529,0.542,1,"GUSB"
"CPE",0.00343158010183851,1.69669610617428,0.032,0.013,1,"CPE"
"HOXD9",0.00343251207785051,0.387888033866538,0.092,0.057,1,"HOXD9"
"ZC3H10",0.00343311308400073,0.462006241727097,0.161,0.112,1,"ZC3H10"
"POTEA",0.00344258722925962,1.96531697958284,0.022,0.007,1,"POTEA"
"MRPL41",0.00344492887480556,0.308198101731479,0.641,0.604,1,"MRPL41"
"LMF1",0.00344981788556727,-0.57134106666199,0.404,0.451,1,"LMF1"
"MAN1A1",0.00346057565964156,2.06672116198408,0.031,0.012,1,"MAN1A1"
"NUDT13",0.0034620617285128,1.74583691940061,0.087,0.052,1,"NUDT13"
"DDRGK1",0.00346328949617654,-0.314797260184289,0.429,0.472,1,"DDRGK1"
"ALOX12",0.00346596431802705,-0.2518811816618,0.059,0.031,1,"ALOX12"
"LSAMP-AS3",0.00347797362899413,-1.54788524281717,0.005,0.021,1,"LSAMP-AS3"
"COL5A2",0.00348572590125829,-0.852425298202328,0.16,0.204,1,"COL5A2"
"HBG2",0.00348651666285712,-2.63257257412067,0.032,0.013,1,"HBG2"
"GPC6",0.0035326260225619,-0.578629244727068,0.146,0.097,1,"GPC6"
"TAS2R50",0.00356331766015911,0.96362162117738,0.031,0.012,1,"TAS2R50"
"LRRC71",0.00357720995455473,1.3477489111177,0.022,0.007,1,"LRRC71"
"LNPEP",0.00357910823571853,-0.547587850943374,0.325,0.374,1,"LNPEP"
"EML1",0.00358159596118548,2.16469725811867,0.035,0.015,1,"EML1"
"APPBP2",0.00358288704090177,-0.854645922852273,0.414,0.432,1,"APPBP2"
"TDRG1",0.00358310448386036,1.99494370249938,0.01,0.001,1,"TDRG1"
"DIO2",0.00358546540265318,-2.08542593280498,0.108,0.067,1,"DIO2"
"VWA5A",0.00359093668230718,-0.516099232436885,0.055,0.09,1,"VWA5A"
"C16orf86",0.0035933807617399,-1.1464989798689,0.052,0.086,1,"C16orf86"
"ARMC12",0.00360565387765365,1.4048406009091,0.022,0.007,1,"ARMC12"
"PTGDR",0.00360719413541355,1.69298347738728,0.01,0.001,1,"PTGDR"
"HGFAC",0.00360719413541355,2.14497148005518,0.01,0.001,1,"HGFAC"
"KCNQ1",0.00360719413541355,1.81414895032168,0.01,0.001,1,"KCNQ1"
"FGF10",0.00361525669464311,2.13054455766353,0.01,0.001,1,"FGF10"
"SYNGR4",0.00361525669464311,2.84164125426947,0.01,0.001,1,"SYNGR4"
"LOC728175",0.00361847184445171,-2.17575140561989,0,0.01,1,"LOC728175"
"PRKAG2",0.00361979388654835,0.339397182025733,0.095,0.059,1,"PRKAG2"
"CCDC83",0.00361995284283916,0.760754424090912,0.022,0.007,1,"CCDC83"
"UBN1",0.00362314980382402,0.253414307250377,0.359,0.286,1,"UBN1"
"CCL15",0.00362333564039154,1.16816909501801,0.01,0.001,1,"CCL15"
"SNORD110",0.00363954280894144,0.583908839581296,0.01,0.001,1,"SNORD110"
"SNORA50",0.00363954280894144,0.738231864974903,0.01,0.001,1,"SNORA50"
"LMBRD1",0.00366090030623823,-0.570649632684335,0.369,0.412,1,"LMBRD1"
"PRR26",0.00366387713782345,-0.57456090254901,0.224,0.28,1,"PRR26"
"SSH2",0.00367067170186243,-0.379853514298864,0.352,0.275,1,"SSH2"
"PAX3",0.0036713236678188,0.758343763264777,0.594,0.62,1,"PAX3"
"PPIAL4A",0.00367260934283385,0.384077341696429,0.08,0.047,1,"PPIAL4A"
"PSD",0.00368736565099,0.693157101586745,0.022,0.007,1,"PSD"
"RNF187",0.00369608343114352,0.409866682873905,0.394,0.312,1,"RNF187"
"TMPRSS11F",0.00369875757993685,0.390802969439978,0.032,0.013,1,"TMPRSS11F"
"C11orf91",0.00369987494643946,-1.60915253424617,0.009,0.027,1,"C11orf91"
"GUSBP3",0.00370031182248989,-0.462800164598367,0.682,0.512,1,"GUSBP3"
"APITD1-CORT",0.00370547779428319,-0.51308151839883,0.087,0.052,1,"APITD1-CORT"
"ATF6",0.00370638978708062,-0.429548487115631,0.608,0.618,1,"ATF6"
"GRIK3",0.00372127672132689,1.53387192388034,0.035,0.015,1,"GRIK3"
"SCFD2",0.00372576183556938,0.517293292520382,0.317,0.26,1,"SCFD2"
"SLC38A10",0.003729208063144,-0.676211710737824,0.542,0.542,1,"SLC38A10"
"RASGRF2",0.00374021103017667,-1.25187336281542,0.127,0.082,1,"RASGRF2"
"C3",0.0037427600381564,-1.24279317273356,0.014,0.035,1,"C3"
"GATM",0.00374888348740556,0.682485096280419,0.089,0.055,1,"GATM"
"LOC727982",0.00377075757003975,-0.265919206416001,0.022,0.007,1,"LOC727982"
"YWHAG",0.0037725280510809,0.274576092324358,0.647,0.579,1,"YWHAG"
"ARHGAP6",0.00377541133145279,1.3987904341769,0.054,0.028,1,"ARHGAP6"
"IQCD",0.00377563051580167,-1.21801421304556,0.027,0.054,1,"IQCD"
"LOC100506713",0.00377611262685907,-0.734701328395827,0.091,0.054,1,"LOC100506713"
"IL7R",0.00380333197504936,-1.88698406685551,0.014,0.035,1,"IL7R"
"TMEM175",0.0038078176743787,-0.882794372842342,0.286,0.324,1,"TMEM175"
"HIST1H2BK",0.00381319858589709,0.684608905251392,0.686,0.649,1,"HIST1H2BK"
"RNASEK-C17orf49",0.00381795314233428,2.60155891851624,0.017,0.004,1,"RNASEK-C17orf49"
"ZNF701",0.00383491257382199,-0.64635180285983,0.273,0.199,1,"ZNF701"
"CDS2",0.00383661107828796,-0.258725678763221,0.615,0.665,1,"CDS2"
"ZSCAN23",0.00384133203973309,0.397596369635378,0.032,0.013,1,"ZSCAN23"
"KIF25",0.00384731592007744,1.65952590094207,0.017,0.004,1,"KIF25"
"C1orf95",0.0038474105280704,1.24190785834477,0.051,0.026,1,"C1orf95"
"RNFT2",0.00385548858768043,0.28696116818578,0.157,0.11,1,"RNFT2"
"TLX2",0.00385911836626585,1.67405461750465,0.017,0.004,1,"TLX2"
"PKD2L1",0.00387095369594887,1.67131318253374,0.017,0.004,1,"PKD2L1"
"RNF217",0.00387380130273859,0.522422295236944,0.034,0.014,1,"RNF217"
"DAZ3",0.00387688371728648,1.34821479954496,0.017,0.004,1,"DAZ3"
"LTF",0.00387936858213777,1.82341683250489,0.024,0.008,1,"LTF"
"WDR31",0.00388793698509385,-0.659093872440324,0.18,0.124,1,"WDR31"
"FAM95B1",0.0038889329104696,-2.12339463666978,0.035,0.063,1,"FAM95B1"
"SNX15",0.00389397875369035,-0.536177770084429,0.406,0.298,1,"SNX15"
"SLC10A7",0.00390011135159722,-0.736644102427745,0.106,0.149,1,"SLC10A7"
"MIR597",0.00390888508791408,0.7514812885828,0.024,0.008,1,"MIR597"
"FAM189A2",0.00391087045847401,-0.56256695417421,0.064,0.101,1,"FAM189A2"
"SGK196",0.00391710871555481,0.256242202292555,0.299,0.234,1,"SGK196"
"AVPR2",0.00391765396354536,0.983856571841315,0.034,0.014,1,"AVPR2"
"MAML2",0.00392475126068796,-0.682101695514005,0.234,0.278,1,"MAML2"
"GK",0.00393076237455433,0.648480196678625,0.334,0.284,1,"GK"
"HHIP",0.00393860543080908,1.83989559595153,0.024,0.008,1,"HHIP"
"LOC285758",0.00394067247513656,-1.18729844610542,0.305,0.214,1,"LOC285758"
"LINC00035",0.00394266075328555,2.11369786856507,0.017,0.004,1,"LINC00035"
"MTOR-AS1",0.00394266075328555,1.08306291664993,0.017,0.004,1,"MTOR-AS1"
"GLRX5",0.00394623593254715,0.285557886344846,0.138,0.094,1,"GLRX5"
"SLC6A9",0.00395378253540423,-0.986123784798546,0.04,0.07,1,"SLC6A9"
"SNORA42",0.00396352898468989,1.08010673643017,0.024,0.008,1,"SNORA42"
"ACY3",0.00397062844246001,-2.14752495098149,0.004,0.018,1,"ACY3"
"NR1D1",0.00397873348323377,-1.23566699041973,0.233,0.269,1,"NR1D1"
"RFX1",0.00400070381446206,-0.778663334099885,0.135,0.089,1,"RFX1"
"EGFR",0.00401807778654017,-1.29677491346774,0.019,0.042,1,"EGFR"
"OR8G5",0.00402170292945461,-0.754845041793516,0.017,0.004,1,"OR8G5"
"PDZK1P1",0.00402310351433282,0.711454563548898,0.034,0.014,1,"PDZK1P1"
"GJA5",0.00403495269547865,-2.270640545022,0.02,0.044,1,"GJA5"
"MEIOB",0.00404424976961797,1.63009500880509,0.024,0.008,1,"MEIOB"
"DEPDC4",0.00404490733797844,0.988976324042145,0.036,0.016,1,"DEPDC4"
"ZFYVE20",0.00404722417136707,-0.274986001470277,0.766,0.609,1,"ZFYVE20"
"CORO6",0.00406020137052387,0.476807201117474,0.034,0.014,1,"CORO6"
"SYCP2",0.00406353342155354,1.07180440343435,0.118,0.08,1,"SYCP2"
"LRFN3",0.00408222499391558,0.9819756772927,0.05,0.025,1,"LRFN3"
"HMBOX1",0.00408951673509457,0.552649245019951,0.363,0.298,1,"HMBOX1"
"TET2",0.00408965930964791,-0.649104827900624,0.556,0.415,1,"TET2"
"CSPG4P1Y",0.00409667174341009,-0.726181465528054,0.004,0.018,1,"CSPG4P1Y"
"L1CAM",0.00409680001686979,-1.10676266300899,0.148,0.192,1,"L1CAM"
"ZC3H12A",0.00410094095770759,-1.3937675901404,0.091,0.129,1,"ZC3H12A"
"NUP107",0.00410131771151086,0.319728034871592,0.433,0.371,1,"NUP107"
"ZNF367",0.00410724371806468,0.952580498462091,0.049,0.024,1,"ZNF367"
"MGAM",0.00410855215339135,-0.374444673238357,0.036,0.016,1,"MGAM"
"NPY6R",0.00410943756785791,1.13223241395433,0.076,0.045,1,"NPY6R"
"RUNDC3A",0.00411341762912908,3.15492090331801,0.025,0.009,1,"RUNDC3A"
"GPR98",0.0041226565788193,-1.79811417820946,0.04,0.07,1,"GPR98"
"CD3D",0.00412626154014318,-1.32767073686902,0.016,0.038,1,"CD3D"
"C3orf49",0.0041264600314447,0.560126976597765,0.024,0.008,1,"C3orf49"
"ANKRD19P",0.00412856628367789,1.28079981690198,0.108,0.069,1,"ANKRD19P"
"ITM2A",0.00412863736242655,-3.31160897525484,0.01,0.029,1,"ITM2A"
"HTRA4",0.00412996365721883,-0.412901990623193,0.839,0.64,1,"HTRA4"
"WDR90",0.00413126254852785,-0.304855379563033,0.236,0.174,1,"WDR90"
"C10orf90",0.00415091926927279,0.305149306199878,0.312,0.258,1,"C10orf90"
"CRYBG3",0.00415139613488973,-0.90510718411843,0.233,0.272,1,"CRYBG3"
"ADO",0.00415627190294168,0.344074050544139,0.12,0.08,1,"ADO"
"KCNE2",0.00416488585653061,0.290026654911877,0.034,0.014,1,"KCNE2"
"SPINT2",0.00417469166039071,-1.02551251445586,0.035,0.015,1,"SPINT2"
"IGLON5",0.00417518341050125,1.23185428310097,0.049,0.024,1,"IGLON5"
"MANEA",0.0041796084534374,-0.869784395581299,0.187,0.231,1,"MANEA"
"C2orf49",0.00418427537476209,0.437829331437124,0.281,0.22,1,"C2orf49"
"RSPH9",0.0041918890644988,0.477519763327845,0.069,0.038,1,"RSPH9"
"GNG11",0.00419506598589175,-1.0108797087563,0.146,0.188,1,"GNG11"
"GNRH1",0.00420380444137275,-0.935693522756363,0.016,0.038,1,"GNRH1"
"BATF3",0.00420937230323568,2.0577453126568,0.025,0.009,1,"BATF3"
"UNC45B",0.00421804117971512,2.52300554506427,0.085,0.052,1,"UNC45B"
"BCL7B",0.0042329151687651,0.29345812408283,0.262,0.203,1,"BCL7B"
"IGSF6",0.00424160269234837,1.82550830615837,0.051,0.026,1,"IGSF6"
"CNOT4",0.00425402757959095,-0.581072262138934,0.433,0.467,1,"CNOT4"
"POT1",0.00426069504838345,-0.95668269327637,0.231,0.269,1,"POT1"
"C10orf113",0.00427814603600678,-2.03492122516035,0.001,0.013,1,"C10orf113"
"ALS2",0.00428498683721909,-0.304803589929826,0.498,0.395,1,"ALS2"
"TACSTD2",0.00429046762097632,-3.35422181249434,0.002,0.016,1,"TACSTD2"
"DMGDH",0.00429229879416457,-2.51209607845654,0.001,0.013,1,"DMGDH"
"SQLE",0.00429982197395889,0.331602775321441,0.42,0.353,1,"SQLE"
"DLX4",0.0043021449991454,0.467307987780774,0.025,0.009,1,"DLX4"
"AGO2",0.00430566851101851,0.281284203941488,0.288,0.23,1,"AGO2"
"C9orf171",0.00432876286506815,2.91250848303361,0.014,0.003,1,"C9orf171"
"FOXN4",0.00433347879817223,0.544676220038463,0.025,0.009,1,"FOXN4"
"RGAG4",0.00435007029864224,0.905830370225287,0.054,0.028,1,"RGAG4"
"FAM213B",0.00435130426352657,0.368905305407877,0.337,0.271,1,"FAM213B"
"MMP12",0.00435938341512799,3.1409887242875,0.014,0.003,1,"MMP12"
"TXNDC15",0.0043641363353984,-0.404376949650076,0.879,0.792,1,"TXNDC15"
"STAG3L1",0.00437105772486029,-0.644045718382874,0.44,0.319,1,"STAG3L1"
"ABI1",0.00438804709525003,0.279872160995438,0.59,0.533,1,"ABI1"
"TAS2R14",0.00439136597782638,-0.285021104768997,0.035,0.015,1,"TAS2R14"
"TSPAN19",0.00440328165487754,-0.901758319066497,0.01,0.029,1,"TSPAN19"
"INSRR",0.00440568250555211,1.84705676672382,0.014,0.003,1,"INSRR"
"LOC100507194",0.00442615345646092,0.740133118341686,0.075,0.045,1,"LOC100507194"
"ELMO3",0.00442661768671192,1.72965600302364,0.04,0.018,1,"ELMO3"
"LOC653513",0.0044277568293534,-1.4720820540387,0.079,0.114,1,"LOC653513"
"PRKAG3",0.00444460502791841,0.81038390137188,0.014,0.003,1,"PRKAG3"
"SYDE1",0.00444525038000681,0.506593334811654,0.127,0.085,1,"SYDE1"
"SNORD84",0.00445242682534737,0.591967505860358,0.014,0.003,1,"SNORD84"
"TBC1D12",0.00445314798799881,-0.628575943594897,0.085,0.052,1,"TBC1D12"
"DHX8",0.00445920326433428,0.310701416583878,0.474,0.414,1,"DHX8"
"CCL27",0.00446026109432297,0.950773589162836,0.014,0.003,1,"CCL27"
"SYT3",0.0044681078522685,1.18304533141213,0.014,0.003,1,"SYT3"
"GATA6",0.00447079936283961,-1.00241752008629,0.036,0.016,1,"GATA6"
"MOCOS",0.00447580182304695,-0.854241426379493,0.09,0.131,1,"MOCOS"
"PNMA6C",0.00447705688779392,1.20381662012206,0.025,0.009,1,"PNMA6C"
"DAPL1",0.00448413378680224,-0.551954522242368,0.03,0.058,1,"DAPL1"
"SNORA68",0.00449172323445644,0.654134034121686,0.014,0.003,1,"SNORA68"
"HGC6.3",0.00449962012291326,0.972963995601923,0.014,0.003,1,"HGC6.3"
"LOC440028",0.0045216682471181,-0.621772963926283,0.217,0.152,1,"LOC440028"
"ASTN1",0.00452673738752657,0.363530987926572,0.049,0.024,1,"ASTN1"
"FAM107A",0.00454656377206392,-2.60660188114447,0.007,0.024,1,"FAM107A"
"C7orf63",0.00455864528822596,-1.70418076240753,0.057,0.09,1,"C7orf63"
"LOC440894",0.0045845647522889,-2.18007627837712,0.076,0.11,1,"LOC440894"
"CLSTN2",0.0045862392152974,0.692083144081594,0.026,0.01,1,"CLSTN2"
"ATR",0.00458925938450237,-0.708936796494235,0.294,0.335,1,"ATR"
"CST1",0.00459750445039706,-3.0557666429597,0.014,0.034,1,"CST1"
"CCDC136",0.00462844692763181,0.409568674975603,0.074,0.043,1,"CCDC136"
"TCP10L",0.0046561803986124,2.40451668284545,0.026,0.01,1,"TCP10L"
"SCNN1G",0.00466051521137729,0.666736161769164,0.044,0.021,1,"SCNN1G"
"GLI4",0.00466545197553796,0.550244584143248,0.08,0.047,1,"GLI4"
"C1orf101",0.00467721948456382,0.525789140744901,0.071,0.041,1,"C1orf101"
"LOC392232",0.00467788550961862,2.02124838851097,0.019,0.005,1,"LOC392232"
"KNG1",0.00469230906069761,0.344318166902031,0.04,0.018,1,"KNG1"
"TOMM20L",0.00472430559139809,0.779208603435123,0.042,0.02,1,"TOMM20L"
"DPY19L2P4",0.00474683671957151,0.341062517096267,0.047,0.024,1,"DPY19L2P4"
"UACA",0.00475762882988332,-0.315565203686777,0.638,0.641,1,"UACA"
"SNORA75",0.00476923492495316,-0.367904739885079,0.036,0.016,1,"SNORA75"
"LINC00486",0.00477930882075388,0.740944180330454,0.019,0.005,1,"LINC00486"
"PCDHA10",0.00478784477426215,0.576119330439187,0.026,0.01,1,"PCDHA10"
"CYTIP",0.0048038775852748,-2.65949250670445,0.014,0.034,1,"CYTIP"
"DNER",0.00480668905871305,1.00989631306504,0.019,0.005,1,"DNER"
"SPCS3",0.00481707772510632,-0.449818409584075,0.732,0.687,1,"SPCS3"
"B3GAT2",0.00482043233653326,1.69039037836166,0.019,0.005,1,"B3GAT2"
"SYCP2L",0.0048480256108013,0.674287338025946,0.019,0.005,1,"SYCP2L"
"GABRA2",0.00485470128774284,-3.46827163081996,0.062,0.094,1,"GABRA2"
"CREBZF",0.00486759137148374,-0.265650460671629,0.413,0.46,1,"CREBZF"
"MAGEE1",0.00487149965733067,-2.42481898016005,0.019,0.041,1,"MAGEE1"
"FAM167A",0.00487183668507708,0.738625976044184,0.026,0.01,1,"FAM167A"
"TRDMT1",0.00491222676985025,-0.37849883456205,0.431,0.321,1,"TRDMT1"
"NDP",0.00491943180050391,-1.18551904160423,0.041,0.019,1,"NDP"
"OR2A20P",0.00492283762658422,-0.592543420972689,0.131,0.086,1,"OR2A20P"
"OSGEP",0.0049338864660318,0.493606551818953,0.323,0.268,1,"OSGEP"
"ZCWPW2",0.00494284792956833,-1.23500032699033,0.042,0.073,1,"ZCWPW2"
