"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GSTA4",1.85288902895991e-05,0.389565380054664,0.266,0.196,0.431889903760265
"FAM135A",1.86832782528796e-05,0.595404908091179,0.184,0.127,0.43548853279637
"UBL4A",1.87127001952024e-05,-0.851518377407607,0.082,0.135,0.436174328849974
"OBSL1",1.89023863335607e-05,0.63875383004617,0.134,0.086,0.440595723048965
"SP2",1.9017274991492e-05,-0.722105033392176,0.08,0.133,0.443273662776688
"UBR2",1.90897988227912e-05,-0.38209956484386,0.274,0.344,0.44496412076044
"GJC1",1.92297179879919e-05,0.565852606114399,0.145,0.095,0.448225496582103
"TP53I13",1.93899517284582e-05,0.523078251491746,0.225,0.162,0.451960384838632
"FAM65C",1.95166979562071e-05,-1.33140790373921,0.07,0.117,0.454914712661231
"KCTD20",1.95684491808163e-05,-0.520388259046382,0.189,0.255,0.456120981955648
"VAMP3",1.96957820785264e-05,-0.464076021619561,0.21,0.278,0.459088984468371
"SDHB",1.97114196261334e-05,-0.370144110676666,0.378,0.443,0.459453480065542
"FAM111A",1.97126820541355e-05,0.450593065744301,0.172,0.116,0.459482905999845
"TRIM4",1.97878252749859e-05,-0.645428557805378,0.222,0.283,0.461234419334647
"TOX4",1.97920581566179e-05,-0.342541533304174,0.408,0.475,0.461333083572606
"KATNB1",1.99499314215242e-05,-1.05201717004961,0.063,0.11,0.465012951504307
"AC013461.1",1.99617282621904e-05,0.672770359722234,0.32,0.264,0.465287924063397
"COX16",2.00153458532638e-05,0.314819198028531,0.472,0.399,0.466537696493727
"SLC25A26",2.01452956174912e-05,-0.711409163829729,0.19,0.252,0.469566695548102
"EMSY",2.02323465576884e-05,-0.720120422419082,0.108,0.164,0.471595765913158
"RIPK4",2.0244904517595e-05,-0.558681441922305,0.204,0.269,0.471888479400622
"PHF8",2.04660629642667e-05,-0.513206737657085,0.111,0.17,0.477043461634093
"MX1",2.04842784349458e-05,-0.639301351803035,0.106,0.162,0.477468046040153
"NUAK2",2.05194836270562e-05,0.698065623675427,0.175,0.121,0.478288643863054
"SBDS",2.08090881941038e-05,-0.272958921405095,0.675,0.721,0.485039036716366
"ARRDC1",2.08524443074593e-05,0.541097987359427,0.296,0.231,0.486049624362568
"WDR75",2.1009813883522e-05,0.313397668523121,0.249,0.182,0.489717751811014
"LATS2",2.10315156961402e-05,-0.940385987037796,0.067,0.115,0.490223599361331
"STK38",2.10413738784706e-05,-0.535693664256451,0.239,0.302,0.490453383733272
"D2HGDH",2.11912217930581e-05,0.58827333445964,0.146,0.095,0.493946188774392
"SLC9A7",2.12804837088343e-05,-0.991844933347459,0.062,0.108,0.496026794769218
